"Action","VariantIndex","Key","TypeName","Value"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","1","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","1","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","2","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","2","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","2","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","2","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","3","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","3","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","3","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","3","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","4","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","4","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","4","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","4","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","5","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","5","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","5","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","5","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","6","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","6","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","6","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","6","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","6","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","7","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","7","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","7","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","7","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","7","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","8","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","8","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","8","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","8","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","8","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","9","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","9","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","9","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","9","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","9","ABNORMAL.DURATION","System.Single","60"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
"AssaultSkill","10","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","200"
"AssaultSkill","10","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","200"
"AssaultSkill","10","KNOCKBACK.STRENGTH","System.Int32","6"
"AssaultSkill","10","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","2000"
"AssaultSkill","10","ABNORMAL.DURATION","System.Single","60"
"AssaultSkillFailure","1","KNOCKBACK.STRENGTH","System.Int32","0"
"AssaultSkillFailure","2","KNOCKBACK.STRENGTH","System.Int32","0"
"AssaultSkillFailure","3","KNOCKBACK.STRENGTH","System.Int32","0"
"AssaultSkillFailure","4","KNOCKBACK.STRENGTH","System.Int32","0"
"AssaultSkillFailure","5","KNOCKBACK.STRENGTH","System.Int32","0"
"AssaultSkillFailure","6","KNOCKBACK.STRENGTH","System.Int32","0"
"AssaultSkillFailure","7","KNOCKBACK.STRENGTH","System.Int32","0"
"AssaultSkillFailure","8","KNOCKBACK.STRENGTH","System.Int32","0"
