"id","m_character_id","type","rarity","name","description","serif","is_default","bonus_bond_point","is_collabo","released_at","asset_id","bg_asset_id","display_order"
"130003101","1300031","1","1","ヒナギ基本コスチューム","ヒナギの基本コスチュームです。","臨・兵・闘・者・皆・陣・列・在・前！
悪しき力を祓います！","1","0","0","2024-01-01 00:00:00","106201000G","abg10100a","1"
"130003102","1300031","2","1","ヒナギおしごと時基本コスチューム","ヒナギの基本コスチュームです。","臨・兵・闘・者・皆・陣・列・在・前！
悪しき力を祓います！","1","0","0","2024-01-01 00:00:00","106201000X","abg10100a","1"
"130003103","1300031","1","2","刻を超えたセーラー服","時空の狭間を超え、学園に舞い降りた陰陽師。
古き技と新しい風を纏い、
少女は新たな物語を紡ぎ出す。","この学びの園に蔓延る邪気は、
陰陽師である私が払い清めますっ！","0","0","0","2026-06-22 10:00:00","106201001G","abg10100a","1"
"130003201","1300032","1","1","ホノカ基本コスチューム","ホノカの基本コスチュームです。","武器がほしいなら、あたしに任せろ！
ドガズガァーンってやつを作ってやる！","1","0","0","2024-01-01 00:00:00","106301000G","abg10100a","1"
"130003202","1300032","1","2","犬っ子わんだふる","普段から犬っ子な彼女が
この着ぐるみに身を包めばどうなるのか……。
それはもう、わんだふるに可愛いに決まっている！","わっふん♪　犬っ子ホノカだぞ！
ナデナデ可愛がってほしいわん♪","0","0","0","2024-01-01 00:00:00","106301001G","abg13000a","2"
"130003203","1300032","2","1","ホノカおしごと時基本コスチューム","ホノカの基本コスチュームです。","武器がほしいなら、あたしに任せろ！
ドガズガァーンってやつを作ってやる！","1","0","0","2024-01-01 00:00:00","106301000X","abg10100a","1"
"130003301","1300033","1","1","ラモーナ基本コスチューム","ラモーナの基本コスチュームです。","心を込めて歌います。この旋律が、
あなたの心を優しく包みますように……","1","0","0","2024-01-01 00:00:00","106401000G","abg10100a","1"
"130003302","1300033","2","1","ラモーナおしごと時基本コスチューム","ラモーナの基本コスチュームです。","心を込めて歌います。この旋律が、
あなたの心を優しく包みますように……","1","0","0","2024-01-01 00:00:00","106401000X","abg10100a","1"
"130003401","1300034","1","1","シラエス基本コスチューム","シラエスの基本コスチュームです。","エルフのシラエスだ。これから君に協力
しよう。何十年何百年……何千年とね。","1","0","0","2024-01-01 00:00:00","106801000G","abg10100a","1"
"130003402","1300034","2","1","シラエスおしごと時基本コスチューム","シラエスの基本コスチュームです。","エルフのシラエスだ。これから君に協力
しよう。何十年何百年……何千年とね。","1","0","0","2024-01-01 00:00:00","106801000X","abg10100a","1"
"130003501","1300035","1","1","リエラ基本コスチューム","リエラの基本コスチュームです。","ウェーイ！ 今日は
やりらふぃーなノリで決めちゃうよ！","1","0","0","2024-01-01 00:00:00","106901000G","abg10100a","1"
"130003502","1300035","2","1","リエラおしごと時基本コスチューム","リエラの基本コスチュームです。","ウェーイ！ 今日は
やりらふぃーなノリで決めちゃうよ！","1","0","0","2024-01-01 00:00:00","106901000X","abg10100a","1"
"130003503","1300035","1","2","アゲアゲバニー","ぴょーん♪　ぴょん♪
アゲアゲで弾みながら誘ってくるバニーガールに
獅子となって襲いかかれ……！！","バニーガールリエラちゃんだぴょん♪
一緒にぴょんぴょん、うぇ～いしよ♪","0","0","0","2026-07-10 12:00:00","106901001G","abg10100a","2"
"130003701","1300037","1","1","クリスティ基本コスチューム","クリスティの基本コスチュームです。","星々が描く運命の交差点……
さあ、あなたはどの道を選ぶの？","1","0","0","2024-01-01 00:00:00","107201000G","abg10100a","1"
"130003702","1300037","2","1","クリスティおしごと時基本コスチューム","クリスティの基本コスチュームです。","星々が描く運命の交差点……
さあ、あなたはどの道を選ぶの？","1","0","0","2024-01-01 00:00:00","107201000X","abg10100a","1"
"130004001","1300040","1","1","リコリット基本コスチューム","リコリットの基本コスチュームです。","わたしとクーが、みんなを守るからね！
絶対にあきらめないもんっ！","1","0","0","2024-01-01 00:00:00","107601000G","abg10100a","1"
"130004002","1300040","2","1","リコリットおしごと時基本コスチューム","リコリットの基本コスチュームです。","わたしとクーが、みんなを守るからね！
絶対にあきらめないもんっ！","1","0","0","2024-01-01 00:00:00","107601000X","abg10100a","1"
"130004101","1300041","1","1","メリッサ基本コスチューム","メリッサの基本コスチュームです。","ワタシはメリッサ！
トレジャーハンターをやってるんだ～","1","0","0","2024-01-01 00:00:00","107701000G","abg10100a","1"
"130004102","1300041","2","1","メリッサおしごと時基本コスチューム","メリッサの基本コスチュームです。","ワタシはメリッサ！
トレジャーハンターをやってるんだ～","1","0","0","2024-01-01 00:00:00","107701000X","abg10100a","1"
"130004901","1300049","1","1","【水着】クルル基本コスチューム","【水着】クルルの基本コスチュームです。","スンスンスン♪
夏の香り、だ～～い好き！","1","0","0","2024-01-01 00:00:00","112001000G","abg10100a","1"
"130004902","1300049","2","1","【水着】クルルおしごと時基本コスチューム","【水着】クルルの基本コスチュームです。","スンスンスン♪
夏の香り、だ～～い好き！","1","0","0","2024-01-01 00:00:00","112001000X","abg10100a","1"
"130005001","1300050","1","1","【水着】ニナ基本コスチューム","【水着】ニナの基本コスチュームです。","水着メイド・ニナとの夏のバカンス――
心ゆくまでご堪能ください、御主人様","1","0","0","2024-01-01 00:00:00","110901000G","abg10100a","1"
"130005002","1300050","2","1","【水着】ニナおしごと時基本コスチューム","【水着】ニナの基本コスチュームです。","水着メイド・ニナとの夏のバカンス――
心ゆくまでご堪能ください、御主人様","1","0","0","2024-01-01 00:00:00","110901000X","abg10100a","1"
"130005101","1300051","1","1","【水着】ホノカ基本コスチューム","【水着】ホノカの基本コスチュームです。","わっふ～ん♪　待ちに待った夏だ～～！
司令官とたっくさん犬かきするぞ～～！","1","0","0","2024-01-01 00:00:00","113501000G","abg10100a","1"
"130005102","1300051","2","1","【水着】ホノカおしごと時基本コスチューム","【水着】ホノカの基本コスチュームです。","わっふ～ん♪　待ちに待った夏だ～～！
司令官とたっくさん犬かきするぞ～～！","1","0","0","2024-01-01 00:00:00","113501000X","abg10100a","1"
"130005201","1300052","1","1","【水着】ヘイリー基本コスチューム","【水着】ヘイリーの基本コスチュームです。","我が名はヘイリー！　我が血脈はかつて
邪神に魂を売り、呪いを受けし一族……","1","0","0","2024-01-01 00:00:00","113601000G","abg10100a","1"
"130005202","1300052","2","1","【水着】ヘイリーおしごと時基本コスチューム","【水着】ヘイリーの基本コスチュームです。","我が名はヘイリー！　我が血脈はかつて
邪神に魂を売り、呪いを受けし一族……","1","0","0","2024-01-01 00:00:00","113601000X","abg10100a","1"
"130005301","1300053","1","1","ナイア基本コスチューム","ナイアの基本コスチュームです。","フェレスティアの料理長、ナイアだよ。
美味しいもの沢山つくってあげるね♪","1","0","0","2024-01-01 00:00:00","110301000G","abg10100a","1"
"130005302","1300053","2","1","ナイアおしごと時基本コスチューム","ナイアの基本コスチュームです。","フェレスティアの料理長、ナイアだよ。
美味しいもの沢山つくってあげるね♪","1","0","0","2024-01-01 00:00:00","110301000X","abg10100a","1"
"130005401","1300054","1","1","ユーリ基本コスチューム","ユーリの基本コスチュームです。","聖峰ノルトメキアの神官、ユーリです。
雪道や山道の先導はお任せください。","1","0","0","2024-01-01 00:00:00","102201000G","abg10100a","1"
"130005402","1300054","2","1","ユーリおしごと時基本コスチューム","ユーリの基本コスチュームです。","聖峰ノルトメキアの神官、ユーリです。
雪道や山道の先導はお任せください。","1","0","0","2024-01-01 00:00:00","102201000X","abg10100a","1"
"130005501","1300055","1","1","フェルトゥーナ基本コスチューム","フェルトゥーナの基本コスチュームです。","りゅーじんぞくのフェル。おまえ……
だれ？　あやしい。フシンシャだ","1","0","0","2024-01-01 00:00:00","110001000G","abg10100a","1"
"130005502","1300055","2","1","フェルトゥーナおしごと時基本コスチューム","フェルトゥーナの基本コスチュームです。","りゅーじんぞくのフェル。おまえ……
だれ？　あやしい。フシンシャだ","1","0","0","2024-01-01 00:00:00","110001000X","abg10100a","1"
