"id","ability_no","ability_awake_level","level","description","awake_description"
"1004225","10042","2","5","自身に紋章：情熱が付与されたとき、自身に攻撃力UP【{1.9%}】を付与【累積 / 最大40％】","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇"
"1004226","10042","2","6","自身に紋章：情熱が付与されたとき、自身に攻撃力UP【{2.2%}】を付与【累積 / 最大40％】","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇"
"1004227","10042","2","7","自身に紋章：情熱が付与されたとき、自身に攻撃力UP【{2.5%}】を付与【累積 / 最大40％】","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇"
"1004228","10042","2","8","自身に紋章：情熱が付与されたとき、自身に攻撃力UP【{3.1%}】を付与【累積 / 最大40％】","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇"
"1004229","10042","2","9","自身に紋章：情熱が付与されたとき、自身に攻撃力UP【{3.4%}】を付与【累積 / 最大40％】","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇"
"1004230","10042","2","10","自身に紋章：情熱が付与されたとき、自身に攻撃力UP【{4%}】を付与【累積 / 最大40％】","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇"
"1004301","10043","0","1","紋章：情熱1ごとに自身の会心率が【{0.1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004302","10043","0","2","紋章：情熱1ごとに自身の会心率が【{0.2%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004303","10043","0","3","紋章：情熱1ごとに自身の会心率が【{0.3%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004304","10043","0","4","紋章：情熱1ごとに自身の会心率が【{0.4%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004305","10043","0","5","紋章：情熱1ごとに自身の会心率が【{0.6%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004306","10043","0","6","紋章：情熱1ごとに自身の会心率が【{0.7%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004307","10043","0","7","紋章：情熱1ごとに自身の会心率が【{0.8%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004308","10043","0","8","紋章：情熱1ごとに自身の会心率が【{1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004309","10043","0","9","紋章：情熱1ごとに自身の会心率が【{1.1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004310","10043","0","10","紋章：情熱1ごとに自身の会心率が【{1.3%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与",""
"1004311","10043","1","1","紋章：情熱1ごとに自身の会心率が【{0.1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004312","10043","1","2","紋章：情熱1ごとに自身の会心率が【{0.2%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004313","10043","1","3","紋章：情熱1ごとに自身の会心率が【{0.3%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004314","10043","1","4","紋章：情熱1ごとに自身の会心率が【{0.4%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004315","10043","1","5","紋章：情熱1ごとに自身の会心率が【{0.6%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004316","10043","1","6","紋章：情熱1ごとに自身の会心率が【{0.7%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004317","10043","1","7","紋章：情熱1ごとに自身の会心率が【{0.8%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004318","10043","1","8","紋章：情熱1ごとに自身の会心率が【{1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004319","10043","1","9","紋章：情熱1ごとに自身の会心率が【{1.1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004320","10043","1","10","紋章：情熱1ごとに自身の会心率が【{1.3%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004321","10043","2","1","紋章：情熱1ごとに自身の会心率が【{0.1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004322","10043","2","2","紋章：情熱1ごとに自身の会心率が【{0.2%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004323","10043","2","3","紋章：情熱1ごとに自身の会心率が【{0.3%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004324","10043","2","4","紋章：情熱1ごとに自身の会心率が【{0.4%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004325","10043","2","5","紋章：情熱1ごとに自身の会心率が【{0.6%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004326","10043","2","6","紋章：情熱1ごとに自身の会心率が【{0.7%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004327","10043","2","7","紋章：情熱1ごとに自身の会心率が【{0.8%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004328","10043","2","8","紋章：情熱1ごとに自身の会心率が【{1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004329","10043","2","9","紋章：情熱1ごとに自身の会心率が【{1.1%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004330","10043","2","10","紋章：情熱1ごとに自身の会心率が【{1.3%}】上昇 / 敵を倒したとき、【50%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004401","10044","0","1","スキル発動時、自身に回避率UP【{3.5%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004402","10044","0","2","スキル発動時、自身に回避率UP【{3.7%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004403","10044","0","3","スキル発動時、自身に回避率UP【{4%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004404","10044","0","4","スキル発動時、自身に回避率UP【{4.3%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004405","10044","0","5","スキル発動時、自身に回避率UP【{4.9%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004406","10044","0","6","スキル発動時、自身に回避率UP【{5.2%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004407","10044","0","7","スキル発動時、自身に回避率UP【{5.5%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004408","10044","0","8","スキル発動時、自身に回避率UP【{6.1%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004409","10044","0","9","スキル発動時、自身に回避率UP【{6.4%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004410","10044","0","10","スキル発動時、自身に回避率UP【{7%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与",""
"1004411","10044","1","1","スキル発動時、自身に回避率UP【{3.5%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004412","10044","1","2","スキル発動時、自身に回避率UP【{3.7%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004413","10044","1","3","スキル発動時、自身に回避率UP【{4%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004414","10044","1","4","スキル発動時、自身に回避率UP【{4.3%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004415","10044","1","5","スキル発動時、自身に回避率UP【{4.9%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004416","10044","1","6","スキル発動時、自身に回避率UP【{5.2%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004417","10044","1","7","スキル発動時、自身に回避率UP【{5.5%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004418","10044","1","8","スキル発動時、自身に回避率UP【{6.1%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004419","10044","1","9","スキル発動時、自身に回避率UP【{6.4%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004420","10044","1","10","スキル発動時、自身に回避率UP【{7%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1004421","10044","2","1","スキル発動時、自身に回避率UP【{3.5%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004422","10044","2","2","スキル発動時、自身に回避率UP【{3.7%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004423","10044","2","3","スキル発動時、自身に回避率UP【{4%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004424","10044","2","4","スキル発動時、自身に回避率UP【{4.3%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004425","10044","2","5","スキル発動時、自身に回避率UP【{4.9%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004426","10044","2","6","スキル発動時、自身に回避率UP【{5.2%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004427","10044","2","7","スキル発動時、自身に回避率UP【{5.5%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004428","10044","2","8","スキル発動時、自身に回避率UP【{6.1%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004429","10044","2","9","スキル発動時、自身に回避率UP【{6.4%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004430","10044","2","10","スキル発動時、自身に回避率UP【{7%}】を付与【累積 / 最大35%】
【発動条件】回避時
【効果】自身に紋章：情熱を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1004501","10045","0","1","紋章：情熱が5以上のとき、自身の会心率が【{25%}】上昇",""
"1004502","10045","0","2","紋章：情熱が5以上のとき、自身の会心率が【{25.8%}】上昇",""
"1004503","10045","0","3","紋章：情熱が5以上のとき、自身の会心率が【{26.6%}】上昇",""
"1004504","10045","0","4","紋章：情熱が5以上のとき、自身の会心率が【{27.5%}】上昇",""
"1004505","10045","0","5","紋章：情熱が5以上のとき、自身の会心率が【{29.1%}】上昇",""
"1004506","10045","0","6","紋章：情熱が5以上のとき、自身の会心率が【{30%}】上昇",""
"1004507","10045","0","7","紋章：情熱が5以上のとき、自身の会心率が【{30.8%}】上昇",""
"1004508","10045","0","8","紋章：情熱が5以上のとき、自身の会心率が【{32.5%}】上昇",""
"1004509","10045","0","9","紋章：情熱が5以上のとき、自身の会心率が【{33.3%}】上昇",""
"1004510","10045","0","10","紋章：情熱が5以上のとき、自身の会心率が【{35%}】上昇",""
"1004511","10045","1","1","紋章：情熱が5以上のとき、自身の会心率が【{25%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004512","10045","1","2","紋章：情熱が5以上のとき、自身の会心率が【{25.8%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004513","10045","1","3","紋章：情熱が5以上のとき、自身の会心率が【{26.6%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004514","10045","1","4","紋章：情熱が5以上のとき、自身の会心率が【{27.5%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004515","10045","1","5","紋章：情熱が5以上のとき、自身の会心率が【{29.1%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004516","10045","1","6","紋章：情熱が5以上のとき、自身の会心率が【{30%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004517","10045","1","7","紋章：情熱が5以上のとき、自身の会心率が【{30.8%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004518","10045","1","8","紋章：情熱が5以上のとき、自身の会心率が【{32.5%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004519","10045","1","9","紋章：情熱が5以上のとき、自身の会心率が【{33.3%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004520","10045","1","10","紋章：情熱が5以上のとき、自身の会心率が【{35%}】上昇","自身の回避率が【{16.6％}】上昇"
"1004521","10045","2","1","紋章：情熱が5以上のとき、自身の会心率が【{25%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004522","10045","2","2","紋章：情熱が5以上のとき、自身の会心率が【{25.8%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004523","10045","2","3","紋章：情熱が5以上のとき、自身の会心率が【{26.6%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004524","10045","2","4","紋章：情熱が5以上のとき、自身の会心率が【{27.5%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004525","10045","2","5","紋章：情熱が5以上のとき、自身の会心率が【{29.1%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004526","10045","2","6","紋章：情熱が5以上のとき、自身の会心率が【{30%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004527","10045","2","7","紋章：情熱が5以上のとき、自身の会心率が【{30.8%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004528","10045","2","8","紋章：情熱が5以上のとき、自身の会心率が【{32.5%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004529","10045","2","9","紋章：情熱が5以上のとき、自身の会心率が【{33.3%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004530","10045","2","10","紋章：情熱が5以上のとき、自身の会心率が【{35%}】上昇","自身の回避率が【{19.1％}】上昇"
"1004601","10046","0","1","紋章：情熱が5以上のとき、自身の会心ダメージが【{7%}】上昇",""
"1004602","10046","0","2","紋章：情熱が5以上のとき、自身の会心ダメージが【{12.2%}】上昇",""
"1004603","10046","0","3","紋章：情熱が5以上のとき、自身の会心ダメージが【{17.5%}】上昇",""
"1004604","10046","0","4","紋章：情熱が5以上のとき、自身の会心ダメージが【{22.7%}】上昇",""
"1004605","10046","0","5","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇",""
"1004606","10046","0","6","紋章：情熱が5以上のとき、自身の会心ダメージが【{38.5%}】上昇",""
"1004607","10046","0","7","紋章：情熱が5以上のとき、自身の会心ダメージが【{43.7%}】上昇",""
"1004608","10046","0","8","紋章：情熱が5以上のとき、自身の会心ダメージが【{54.2%}】上昇",""
"1004609","10046","0","9","紋章：情熱が5以上のとき、自身の会心ダメージが【{59.5%}】上昇",""
"1004610","10046","0","10","紋章：情熱が5以上のとき、自身の会心ダメージが【{70%}】上昇",""
"1004611","10046","1","1","紋章：情熱が5以上のとき、自身の会心ダメージが【{7%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004612","10046","1","2","紋章：情熱が5以上のとき、自身の会心ダメージが【{12.2%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004613","10046","1","3","紋章：情熱が5以上のとき、自身の会心ダメージが【{17.5%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004614","10046","1","4","紋章：情熱が5以上のとき、自身の会心ダメージが【{22.7%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004615","10046","1","5","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004616","10046","1","6","紋章：情熱が5以上のとき、自身の会心ダメージが【{38.5%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004617","10046","1","7","紋章：情熱が5以上のとき、自身の会心ダメージが【{43.7%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004618","10046","1","8","紋章：情熱が5以上のとき、自身の会心ダメージが【{54.2%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004619","10046","1","9","紋章：情熱が5以上のとき、自身の会心ダメージが【{59.5%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004620","10046","1","10","紋章：情熱が5以上のとき、自身の会心ダメージが【{70%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1004621","10046","2","1","紋章：情熱が5以上のとき、自身の会心ダメージが【{7%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004622","10046","2","2","紋章：情熱が5以上のとき、自身の会心ダメージが【{12.2%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004623","10046","2","3","紋章：情熱が5以上のとき、自身の会心ダメージが【{17.5%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004624","10046","2","4","紋章：情熱が5以上のとき、自身の会心ダメージが【{22.7%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004625","10046","2","5","紋章：情熱が5以上のとき、自身の会心ダメージが【{33.2%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004626","10046","2","6","紋章：情熱が5以上のとき、自身の会心ダメージが【{38.5%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004627","10046","2","7","紋章：情熱が5以上のとき、自身の会心ダメージが【{43.7%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004628","10046","2","8","紋章：情熱が5以上のとき、自身の会心ダメージが【{54.2%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004629","10046","2","9","紋章：情熱が5以上のとき、自身の会心ダメージが【{59.5%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004630","10046","2","10","紋章：情熱が5以上のとき、自身の会心ダメージが【{70%}】上昇","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1004701","10047","0","1","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{0.5%}】を付与",""
"1004702","10047","0","2","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{1%}】を付与",""
"1004703","10047","0","3","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{1.5%}】を付与",""
"1004704","10047","0","4","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{2%}】を付与",""
"1004705","10047","0","5","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{2.5%}】を付与",""
"1004706","10047","0","6","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{3%}】を付与",""
"1004707","10047","0","7","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{3.5%}】を付与",""
"1004708","10047","0","8","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{4%}】を付与",""
"1004709","10047","0","9","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{4.5%}】を付与",""
"1004710","10047","0","10","通常回復を5回行う度に、味方全体に自身の最大HPに応じたバリア【{5%}】を付与",""
"1004801","10048","0","1","自身の攻撃力が【{10%}】上昇",""
"1004802","10048","0","2","自身の攻撃力が【{11.1%}】上昇",""
"1004803","10048","0","3","自身の攻撃力が【{12.2%}】上昇",""
"1004804","10048","0","4","自身の攻撃力が【{13.3%}】上昇",""
"1004805","10048","0","5","自身の攻撃力が【{14.4%}】上昇",""
"1004806","10048","0","6","自身の攻撃力が【{15.5%}】上昇",""
"1004807","10048","0","7","自身の攻撃力が【{16.6%}】上昇",""
"1004808","10048","0","8","自身の攻撃力が【{17.7%}】上昇",""
"1004809","10048","0","9","自身の攻撃力が【{18.8%}】上昇",""
"1004810","10048","0","10","自身の攻撃力が【{20%}】上昇",""
"1004901","10049","0","1","自身の全状態異常耐性が【{5}】上昇",""
"1004902","10049","0","2","自身の全状態異常耐性が【{10}】上昇",""
"1004903","10049","0","3","自身の全状態異常耐性が【{15}】上昇",""
"1004904","10049","0","4","自身の全状態異常耐性が【{20}】上昇",""
"1004905","10049","0","5","自身の全状態異常耐性が【{25}】上昇",""
"1004906","10049","0","6","自身の全状態異常耐性が【{30}】上昇",""
"1004907","10049","0","7","自身の全状態異常耐性が【{35}】上昇",""
"1004908","10049","0","8","自身の全状態異常耐性が【{40}】上昇",""
"1004909","10049","0","9","自身の全状態異常耐性が【{45}】上昇",""
"1004910","10049","0","10","自身の全状態異常耐性が【{50}】上昇",""
"1005001","10050","0","1","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{5%}】上昇 / 通常攻撃が変化",""
"1005002","10050","0","2","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{8.7%}】上昇 / 通常攻撃が変化",""
"1005003","10050","0","3","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{12.5%}】上昇 / 通常攻撃が変化",""
"1005004","10050","0","4","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{16.2%}】上昇 / 通常攻撃が変化",""
"1005005","10050","0","5","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{23.7%}】上昇 / 通常攻撃が変化",""
"1005006","10050","0","6","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{27.5%}】上昇 / 通常攻撃が変化",""
"1005007","10050","0","7","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{31.2%}】上昇 / 通常攻撃が変化",""
"1005008","10050","0","8","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{38.7%}】上昇 / 通常攻撃が変化",""
"1005009","10050","0","9","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{42.5%}】上昇 / 通常攻撃が変化",""
"1005010","10050","0","10","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{50%}】上昇 / 通常攻撃が変化",""
"1005011","10050","1","1","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{5%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005012","10050","1","2","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{8.7%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005013","10050","1","3","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{12.5%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005014","10050","1","4","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{16.2%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005015","10050","1","5","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{23.7%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005016","10050","1","6","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{27.5%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005017","10050","1","7","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{31.2%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005018","10050","1","8","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{38.7%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005019","10050","1","9","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{42.5%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005020","10050","1","10","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{50%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1005021","10050","2","1","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{5%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1005022","10050","2","2","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{8.7%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1005023","10050","2","3","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{12.5%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1005024","10050","2","4","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{16.2%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1005025","10050","2","5","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{23.7%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1005026","10050","2","6","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{27.5%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1005027","10050","2","7","【発動条件】魔法植物が存在するとき
【効果】自身の攻撃力が【{31.2%}】上昇 / 通常攻撃が変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
