"id","ability_no","m_ability_effects_id","ability_awake_level","display_order"
"1019611","10196","20320","2","1"
"1900101","19001","19001","0","1"
"1900201","19002","19002","0","1"
"1900301","19003","19003","0","1"
"1900401","19004","19004","0","1"
"1900501","19005","19005","0","1"
"1900601","19006","19006","0","1"
"1900701","19007","19007","0","1"
"4000101","40001","40001","0","1"
"4000201","40002","40002","0","1"
"4000301","40003","40003","0","1"
"4000401","40004","40004","0","1"
"5000101","50001","50001","0","1"
"5000201","50002","50002","0","1"
"5000301","50003","50003","0","1"
"5000401","50004","50004","0","1"
"5000501","50005","50005","0","1"
"5000601","50006","50006","0","1"
"9000101","90001","90001","0","1"
"9000201","90002","90002","0","1"
"9000301","90003","90003","0","1"
"9000401","90004","90004","0","1"
"9000501","90005","90005","0","1"
"9000601","90006","90006","0","1"
"9000701","90007","90007","0","1"
"9000801","90008","90008","0","1"
"9000901","90009","90009","0","1"
"9001001","90010","90010","0","1"
"9001101","90011","90011","0","1"
"9001201","90012","90012","0","1"
"9001301","90013","90013","0","1"
"9001401","90014","90014","0","1"
"9001501","90015","90015","0","1"
"9001601","90016","90016","0","1"
"9001701","90017","90017","0","1"
"9001801","90018","90018","0","1"
"9001901","90019","90019","0","1"
"9002001","90020","90020","0","1"
"9002101","90021","90021","0","1"
"9002201","90022","90022","0","1"
"9002301","90023","90023","0","1"
"9002401","90024","90024","0","1"
"9002501","90025","90025","0","1"
"9002601","90026","90026","0","1"
"9002701","90027","90027","0","1"
"9002801","90028","90028","0","1"
"9002901","90029","90029","0","1"
"9003001","90030","90030","0","1"
"9900101","99001","99001","0","1"
"10000101","100001","100001","0","1"
"10000201","100002","100002","0","1"
"10000301","100003","100003","0","1"
"10000401","100004","100004","0","1"
"10000501","100005","100005","0","1"
"10000601","100006","100006","0","1"
"10000701","100007","100007","0","1"
"10000801","100008","100008","0","1"
"10000901","100009","100009","0","1"
"10001001","100010","100010","0","1"
"10001101","100011","100011","0","1"
"10001201","100012","100012","0","1"
"10001301","100013","100013","0","1"
"10001401","100014","100014","0","1"
"10001501","100015","100015","0","1"
"10001601","100016","100016","0","1"
"10001701","100017","100017","0","1"
"10001801","100018","100018","0","1"
"10001901","100019","100019","0","1"
"10002001","100020","100020","0","1"
"10002101","100021","100021","0","1"
"10002201","100022","100022","0","1"
"10002301","100023","100023","0","1"
"10002401","100024","100024","0","1"
"10002501","100025","100025","0","1"
"10002601","100026","100026","0","1"
"10002701","100027","100027","0","1"
"10002801","100028","100028","0","1"
"10002901","100029","100029","0","1"
"10003001","100030","100030","0","1"
"10003101","100031","100031","0","1"
"10003201","100032","100032","0","1"
"10003301","100033","100033","0","1"
"10003401","100034","100034","0","1"
"10003501","100035","100035","0","1"
